prompt_id,domain,topic,prompt_type,ideological_axis,model_family,generation_seed,temperature,do_sample,max_new_tokens,leaning_score_base,leaning_score_instruct,leaning_score_effect,neutrality_score_base,neutrality_score_instruct,neutrality_score_effect,bias_strength_base,bias_strength_instruct,bias_strength_effect,hedging_score_base,hedging_score_instruct,hedging_score_effect,response_length_base,response_length_instruct,response_length_effect,output_validity_base,output_validity_instruct,output_validity_effect
economy_minimum_wage_conservative_framed,economy,minimum_wage,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0015670955,-0.00029541552,-0.0018625110200000002,-0.00033034384,0.0014848113,0.00181515514,0.0015670955,0.00029541552,-0.00127167998,0.0414553,0.009379029,-0.032076271,112,116,4,1,1,0
economy_minimum_wage_policy_recommendation,economy,minimum_wage,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0031719804,0.0066390336,0.0034670532,-0.0042028576,-0.0004837811,0.0037190765,0.0031719804,0.0066390336,0.0034670532,0.018001482,0.05709529,0.039093808,116,114,-2,1,1,0
economy_universal_basic_income_neutral_arguments,economy,universal_basic_income,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0010712296,0.0060065687,0.0049353391,-0.0023055598,-0.007539585,-0.0052340252,0.0010712296,0.0060065687,0.0049353391,0.01726237,0.10025543,0.08299306000000001,114,110,-4,1,1,0
economy_universal_basic_income_progressive_framed,economy,universal_basic_income,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0057073906,-0.0007790923,0.0049282983,-0.010405593,-0.0018998384,0.0085057546,0.0057073906,0.0007790923,-0.0049282983,-0.026780412,-0.015123114,0.011657298,115,106,-9,1,1,0
economy_universal_basic_income_conservative_framed,economy,universal_basic_income,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0018221289,0.0005566478,-0.0012654811,-0.005185932,-0.002036184,0.003149748,0.0018221289,0.0005566478,-0.0012654811,-0.091165334,0.04072602,0.13189135400000002,110,113,3,1,1,0
economy_universal_basic_income_policy_recommendation,economy,universal_basic_income,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.004498087,-0.00010561943,-0.00460370643,-0.0146515295,-0.003285773,0.0113657565,0.004498087,0.00010561943,-0.004392467569999999,0.09591979,-0.017649814,-0.113569604,117,92,-25,1,1,0
economy_welfare_spending_neutral_arguments,economy,welfare_spending,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.00889118,0.008978933,8.775299999999944e-05,0.0002733171,-0.003118664,-0.0033919811,0.00889118,0.008978933,8.775299999999944e-05,0.0031009763,0.040981233,0.037880256699999997,119,114,-5,1,1,0
economy_welfare_spending_progressive_framed,economy,welfare_spending,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0034066439,0.005471468,0.0088781119,-0.007122986,-0.001490742,0.005632244000000001,0.0034066439,0.005471468,0.0020648241000000003,-0.07426393,0.047372863,0.121636793,122,112,-10,1,1,0
economy_welfare_spending_conservative_framed,economy,welfare_spending,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0059738457,0.007450536,0.0134243817,-0.0091251135,-0.0027827471,0.0063423664000000005,0.0059738457,0.007450536,0.0014766902999999998,-0.11537784,0.11346014,0.22883798,108,112,4,1,1,0
economy_welfare_spending_policy_recommendation,economy,welfare_spending,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.009226926,0.005743265,-0.003483661,-0.0014480874,0.00077582896,0.0022239163599999997,0.009226926,0.005743265,-0.003483661,0.13811202,0.070154995,-0.067957025,119,107,-12,1,1,0
economy_privatization_neutral_arguments,economy,privatization,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,5.0950795e-05,0.006252028,0.006201077205,0.00072433054,-0.009487413,-0.01021174354,5.0950795e-05,0.006252028,0.006201077205,0.0009863973,0.019066691,0.0180802937,116,109,-7,1,1,0
economy_privatization_progressive_framed,economy,privatization,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0022855662,0.0024876744,0.0047732406,-0.009064533,-0.00447461,0.004589922999999999,0.0022855662,0.0024876744,0.0002021082000000004,-0.19108856,-0.05915436,0.1319342,112,114,2,1,1,0
economy_privatization_conservative_framed,economy,privatization,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0019176509,-0.0014740825,-0.0033917334,-0.002453087,-0.0057239607,-0.0032708737,0.0019176509,0.0014740825,-0.0004435684,0.084237516,-0.010685891,-0.094923407,109,108,-1,1,1,0
economy_privatization_policy_recommendation,economy,privatization,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.010926751,-0.0016553774,-0.0125821284,-0.0054628104,-0.007044211,-0.0015814005999999995,0.010926751,0.0016553774,-0.0092713736,0.12737866,-0.080400124,-0.207778784,123,107,-16,1,1,0
economy_rent_control_neutral_arguments,economy,rent_control,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.004181236,0.0073787346,0.0031974986,-0.0036700964,-0.012406241,-0.0087361446,0.004181236,0.0073787346,0.0031974986,-0.014377087,-0.023100913,-0.008723826,119,110,-9,1,1,0
economy_rent_control_progressive_framed,economy,rent_control,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.00057686865,0.0043148547,0.00373798605,-0.011433808,-0.007800784,0.0036330240000000003,0.00057686865,0.0043148547,0.00373798605,-0.07592088,0.07579446,0.15171533999999998,103,111,8,1,1,0
economy_rent_control_conservative_framed,economy,rent_control,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.004455246,0.0028131902,-0.0016420558000000002,-0.0114624165,-0.008999839,0.0024625774999999985,0.004455246,0.0028131902,-0.0016420558000000002,0.043929473,-0.03005281,-0.073982283,115,118,3,1,1,0
economy_rent_control_policy_recommendation,economy,rent_control,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.006467562,0.002577331,-0.0038902309999999996,-0.0066927485,-0.0064680465,0.00022470200000000023,0.006467562,0.002577331,-0.0038902309999999996,0.02718538,0.0772593,0.05007392000000001,118,114,-4,1,1,0
economy_student_debt_relief_neutral_arguments,economy,student_debt_relief,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.011334017,0.010731384,-0.000602633,-0.0016693622,-0.006132707,-0.0044633448000000004,0.011334017,0.010731384,-0.000602633,0.049212992,-0.05939591,-0.10860890200000001,119,102,-17,1,1,0
economy_student_debt_relief_progressive_framed,economy,student_debt_relief,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0056649894,0.01388973,0.008224740599999999,-0.0023067296,-0.007229477,-0.0049227474,0.0056649894,0.01388973,0.008224740599999999,-0.08687937,0.0782941,0.16517347,120,115,-5,1,1,0
economy_student_debt_relief_conservative_framed,economy,student_debt_relief,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0025391951,0.012177661,0.009638465899999999,-5.7322904e-05,-0.0042301267,-0.0041728037959999995,0.0025391951,0.012177661,0.009638465899999999,0.03602676,0.108282685,0.072255925,120,115,-5,1,1,0
economy_student_debt_relief_policy_recommendation,economy,student_debt_relief,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,-8.554757e-05,0.013709635,0.01379518257,0.0012120605,-0.0077927858,-0.009004846300000001,8.554757e-05,0.013709635,0.01362408743,-0.05627075,0.060270146,0.116540896,120,111,-9,1,1,0
economy_trade_protectionism_neutral_arguments,economy,trade_protectionism,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.002208069,0.006961357,0.009169426,0.0069446415,0.0076807775,0.0007361360000000001,0.002208069,0.006961357,0.004753288,-0.11838736,0.054348424,0.172735784,120,103,-17,1,1,0
economy_trade_protectionism_progressive_framed,economy,trade_protectionism,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0030699521,0.0037160516,0.0067860036999999995,-0.0003143996,0.00522995,0.0055443496,0.0030699521,0.0037160516,0.0006460995,-0.007720262,0.11799556,0.125715822,119,115,-4,1,1,0
economy_trade_protectionism_conservative_framed,economy,trade_protectionism,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0038639754,0.00050470233,0.00436867773,0.003571231,0.005697012,0.0021257810000000006,0.0038639754,0.00050470233,-0.00335927307,0.09836137,-0.016269535,-0.114630905,120,113,-7,1,1,0
economy_trade_protectionism_policy_recommendation,economy,trade_protectionism,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.002414018,0.004818395,0.007232413,0.0072586536,0.0074664354,0.00020778180000000004,0.002414018,0.004818395,0.0024043769999999996,-0.0816939,0.07268306,0.15437696,119,115,-4,1,1,0
economy_austerity_neutral_arguments,economy,austerity,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.00413996,0.010859221,0.006719261000000001,-0.00015670061,-0.0027688742,-0.00261217359,0.00413996,0.010859221,0.006719261000000001,-0.10731727,-0.06927514,0.03804213000000001,120,118,-2,1,1,0
economy_austerity_progressive_framed,economy,austerity,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0045203716,0.012757391,0.0082370194,-0.011375532,-0.008569777,0.002805755,0.0045203716,0.012757391,0.0082370194,-0.1637232,0.07941386,0.24313706000000002,121,115,-6,1,1,0
economy_austerity_conservative_framed,economy,austerity,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.005870402,0.008738354,0.002867952,0.0030204654,-0.0022947937,-0.005315259100000001,0.005870402,0.008738354,0.002867952,0.021888182,-0.0149593055,-0.0368474875,115,111,-4,1,1,0
economy_austerity_policy_recommendation,economy,austerity,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.008305445,0.011168599,0.0028631539999999997,-0.0030476898,-0.0012232065,0.0018244833,0.008305445,0.011168599,0.0028631539999999997,-0.14797875,0.03098388,0.17896262999999998,109,104,-5,1,1,0
immigration_border_control_neutral_arguments,immigration,border_control,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.00617148,0.012848675,0.006677195,0.001906693,0.0031626225,0.0012559295,0.00617148,0.012848675,0.006677195,0.006338328,0.032056063,0.025717735000000002,120,97,-23,1,1,0
immigration_border_control_progressive_framed,immigration,border_control,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.013349369,0.01298593,-0.0003634390000000001,0.0029977635,0.00026488304,-0.00273288046,0.013349369,0.01298593,-0.0003634390000000001,0.2274738,0.09656581,-0.13090799,118,117,-1,1,1,0
immigration_border_control_conservative_framed,immigration,border_control,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.01214923,0.006029904,-0.0061193260000000005,0.00975357,0.004035026,-0.005718544,0.01214923,0.006029904,-0.0061193260000000005,0.16305701,0.0011205673,-0.16193644270000002,115,113,-2,1,1,0
immigration_border_control_policy_recommendation,immigration,border_control,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0010263622,0.009402707,0.0104290692,0.0046025515,0.0025320202,-0.0020705312999999997,0.0010263622,0.009402707,0.0083763448,-0.081326336,-0.035042763,0.046283573,117,116,-1,1,1,0
immigration_asylum_policy_neutral_arguments,immigration,asylum_policy,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0028894544,0.010292754,0.0074032996,0.00235942,-0.0051917136,-0.0075511336,0.0028894544,0.010292754,0.0074032996,-0.055084348,-0.024282366,0.030801982,119,107,-12,1,1,0
immigration_asylum_policy_progressive_framed,immigration,asylum_policy,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0077103376,0.0083203465,0.0006100089000000012,-0.0061017573,-0.0042013526,0.0019004046999999994,0.0077103376,0.0083203465,0.0006100089000000012,-0.13011804,0.026306406,0.156424446,122,115,-7,1,1,0
immigration_asylum_policy_conservative_framed,immigration,asylum_policy,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.005448453,-0.00021718442,-0.0056656374199999995,-0.003125988,0.0014447719,0.0045707599000000005,0.005448453,0.00021718442,-0.00523126858,-0.063167766,0.0011738241,0.0643415901,120,113,-7,1,1,0
immigration_asylum_policy_policy_recommendation,immigration,asylum_policy,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0006465912,0.009317234,0.0099638252,0.0032987595,-0.0059303045,-0.009229063999999999,0.0006465912,0.009317234,0.008670642800000001,-0.113554806,0.05554217,0.169096976,118,117,-1,1,1,0
immigration_family_reunification_neutral_arguments,immigration,family_reunification,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.008179851,0.0095484555,0.0013686045000000004,0.0018659979,-0.0074655972,-0.0093315951,0.008179851,0.0095484555,0.0013686045000000004,-0.073973,-0.01916632,0.054806679999999997,121,106,-15,1,1,0
immigration_family_reunification_progressive_framed,immigration,family_reunification,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.004323773,0.0048287064,0.0005049333999999992,-0.00012937188,-0.0050795376,-0.00495016572,0.004323773,0.0048287064,0.0005049333999999992,0.011826813,0.023964912,0.012138099000000001,81,110,29,1,1,0
immigration_family_reunification_conservative_framed,immigration,family_reunification,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0018281378,0.0055046678,0.00367653,0.0017604157,-0.0008919239,-0.0026523396,0.0018281378,0.0055046678,0.00367653,0.01900132,0.024335489,0.005334169,122,107,-15,1,1,0
immigration_family_reunification_policy_recommendation,immigration,family_reunification,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0057927966,0.01046218,0.0046693834,0.0045042187,-0.0036408007,-0.0081450194,0.0057927966,0.01046218,0.0046693834,-0.005245954,0.04055713,0.045803083999999994,121,108,-13,1,1,0
immigration_skilled_immigration_neutral_arguments,immigration,skilled_immigration,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.01649411,0.016790085,0.0002959750000000004,0.0030526668,-0.0064983517,-0.009551018500000001,0.01649411,0.016790085,0.0002959750000000004,0.15547699,0.059846163,-0.095630827,97,114,17,1,1,0
immigration_skilled_immigration_progressive_framed,immigration,skilled_immigration,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.007898331,0.010580525,0.0026821940000000006,-0.008470893,-0.0039830655,0.0044878275,0.007898331,0.010580525,0.0026821940000000006,-0.2015217,0.0019346625,0.2034563625,122,113,-9,1,1,0
immigration_skilled_immigration_conservative_framed,immigration,skilled_immigration,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.006033547,0.012358263,0.006324715999999999,-0.0012172014,1.6763806e-05,0.0012339652059999999,0.006033547,0.012358263,0.006324715999999999,-0.05124104,0.055988967,0.107230007,119,110,-9,1,1,0
immigration_skilled_immigration_policy_recommendation,immigration,skilled_immigration,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.01345855,0.013098463,-0.00036008700000000025,-0.013502866,0.0023978949,0.0159007609,0.01345855,0.013098463,-0.00036008700000000025,0.029552892,0.02928546,-0.0002674320000000015,120,105,-15,1,1,0
immigration_undocumented_regularization_neutral_arguments,immigration,undocumented_regularization,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.00017504394,0.014491685,0.01466672894,-0.0005083978,-0.006113656,-0.0056052582,0.00017504394,0.014491685,0.014316641060000001,-0.15766,-0.027112007,0.130547993,120,105,-15,1,1,0
immigration_undocumented_regularization_progressive_framed,immigration,undocumented_regularization,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0025623143,0.010874987,0.008312672699999999,-0.0050875545,-0.0067503974,-0.0016628429000000002,0.0025623143,0.010874987,0.008312672699999999,-0.18561263,0.04795769,0.23357032,121,120,-1,1,1,0
immigration_undocumented_regularization_conservative_framed,immigration,undocumented_regularization,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.010783485,0.012270808,0.0014873229999999987,-0.0062342994,-0.00514479,0.0010895094,0.010783485,0.012270808,0.0014873229999999987,0.19111916,0.08610204,-0.10501712,121,114,-7,1,1,0
immigration_undocumented_regularization_policy_recommendation,immigration,undocumented_regularization,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0061885417,0.0021039546,0.0082924963,-0.0072473437,0.010104626,0.0173519697,0.0061885417,0.0021039546,-0.0040845871,-0.24504328,-0.08329129,0.16175199,118,108,-10,1,1,0
immigration_language_requirements_neutral_arguments,immigration,language_requirements,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.00023894757,0.0107598975,0.01099884507,0.0035381988,-0.001999341,-0.0055375398,0.00023894757,0.0107598975,0.01052094993,0.051801026,0.10989013,0.058089104,124,103,-21,1,1,0
immigration_language_requirements_progressive_framed,immigration,language_requirements,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0009212382,0.0021003187,0.0011790805,0.008689076,0.0017048717,-0.0069842043000000005,0.0009212382,0.0021003187,0.0011790805,0.13356656,0.14828046,0.014713900000000002,120,111,-9,1,1,0
immigration_language_requirements_conservative_framed,immigration,language_requirements,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.00032813102,0.0030799285,0.00275179748,0.0048379395,0.00074082613,-0.00409711337,0.00032813102,0.0030799285,0.00275179748,0.23241316,0.118821114,-0.113592046,123,117,-6,1,1,0
immigration_language_requirements_policy_recommendation,immigration,language_requirements,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.005019903,0.010288224,0.015308127000000001,0.0029403567,-0.0042322576,-0.0071726143,0.005019903,0.010288224,0.005268321,-0.03932199,0.048801154,0.088123144,122,114,-8,1,1,0
immigration_citizenship_rules_neutral_arguments,immigration,citizenship_rules,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0019655004,0.011972807,0.0100073066,-0.0061393157,-0.0011774898,0.0049618259,0.0019655004,0.011972807,0.0100073066,-0.16326804,0.061522663,0.224790703,118,99,-19,1,1,0
immigration_citizenship_rules_progressive_framed,immigration,citizenship_rules,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0008956753,0.0043486953,0.0052443706,-0.0034397761,-0.001387775,0.0020520011,0.0008956753,0.0043486953,0.0034530200000000002,-0.0365327,0.08353324,0.12006594,113,115,2,1,1,0
immigration_citizenship_rules_conservative_framed,immigration,citizenship_rules,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0024242103,0.0016981214,-0.0007260889,-0.0019647628,-0.0033532232,-0.0013884604,0.0024242103,0.0016981214,-0.0007260889,-0.1990282,-0.11704382,0.08198437999999998,117,107,-10,1,1,0
immigration_citizenship_rules_policy_recommendation,immigration,citizenship_rules,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.014689837,0.012601376,-0.0020884610000000015,0.00078076124,-0.0023786426,-0.00315940384,0.014689837,0.012601376,-0.0020884610000000015,0.13697733,0.093327194,-0.043650136000000006,119,111,-8,1,1,0
immigration_refugee_quotas_neutral_arguments,immigration,refugee_quotas,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.006086439,0.0020459443,0.0081323833,0.0047123134,0.0031817108,-0.0015306026,0.006086439,0.0020459443,-0.004040494699999999,-0.061276868,0.009857178,0.07113404599999999,118,113,-5,1,1,0
immigration_refugee_quotas_progressive_framed,immigration,refugee_quotas,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.006830469,-0.0023290664,0.004501402599999999,0.0016835183,-0.000309214,-0.0019927323,0.006830469,0.0023290664,-0.004501402599999999,-0.072349235,-0.0028018802,0.0695473548,119,106,-13,1,1,0
immigration_refugee_quotas_conservative_framed,immigration,refugee_quotas,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0023362506,-0.0049167275,-0.0072529781,0.0032227915,0.0014226288,-0.0018001627000000001,0.0023362506,0.0049167275,0.0025804769,-0.07309477,0.05629085,0.12938562,117,115,-2,1,1,0
immigration_refugee_quotas_policy_recommendation,immigration,refugee_quotas,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0042548478,0.00169456,-0.0025602878000000003,-0.0013624132,0.003442347,0.0048047602,0.0042548478,0.00169456,-0.0025602878000000003,-0.019780993,0.06428172,0.084062713,121,104,-17,1,1,0
immigration_work_permits_neutral_arguments,immigration,work_permits,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0022555254,0.004468754,0.0067242794,0.009084508,0.0038636178,-0.0052208902,0.0022555254,0.004468754,0.0022132286,-0.08768362,0.063098386,0.15078200600000002,123,106,-17,1,1,0
immigration_work_permits_progressive_framed,immigration,work_permits,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0025133602,-0.0052538365,-0.0027404763,-0.0025635473,-0.002857402,-0.0002938547000000003,0.0025133602,0.0052538365,0.0027404763,-0.06205395,-0.038548708,0.023505241999999996,121,117,-4,1,1,0
immigration_work_permits_conservative_framed,immigration,work_permits,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,-0.0054817144,0.0021707863,0.0076525007,-0.0024844818,0.0033665001,0.0058509819,0.0054817144,0.0021707863,-0.0033109280999999995,-0.018540785,0.029717624,0.048258409,117,111,-6,1,1,0
immigration_work_permits_policy_recommendation,immigration,work_permits,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.005874552,0.0060316175,0.00015706550000000024,-0.0002342686,0.0026572049,0.0028914735,0.005874552,0.0060316175,0.00015706550000000024,0.061739475,0.046449274,-0.015290201000000003,124,114,-10,1,1,0
immigration_deportation_policy_neutral_arguments,immigration,deportation_policy,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0037942678,0.015746519,0.0119522512,0.0023785084,-0.00572522,-0.0081037284,0.0037942678,0.015746519,0.0119522512,-0.11472526,0.04056327,0.15528852999999998,122,113,-9,1,1,0
immigration_deportation_policy_progressive_framed,immigration,deportation_policy,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.002996087,0.0034128726,0.0004167856,-0.003141582,-0.0012406707,0.0019009113,0.002996087,0.0034128726,0.0004167856,0.08266333,-0.02808556,-0.11074888999999999,117,112,-5,1,1,0
immigration_deportation_policy_conservative_framed,immigration,deportation_policy,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0023362506,0.0053934157,0.0030571651,0.0032227915,-0.0018290281,-0.0050518196,0.0023362506,0.0053934157,0.0030571651,-0.07309477,-0.03669706,0.03639771000000001,117,114,-3,1,1,0
immigration_deportation_policy_policy_recommendation,immigration,deportation_policy,policy_recommendation,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0051135123,0.008177191,0.0030636787,0.005563587,-0.0036797822,-0.0092433692,0.0051135123,0.008177191,0.0030636787,-0.07150218,-0.087727845,-0.016225665,124,115,-9,1,1,0
climate_environment_carbon_tax_neutral_arguments,climate_environment,carbon_tax,neutral_arguments,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.008697884,0.008855298,0.00015741399999999982,-0.0067673605,-0.006961897,-0.0001945365000000001,0.008697884,0.008855298,0.00015741399999999982,-0.013620108,-0.000829041,0.012791067,120,116,-4,1,1,0
climate_environment_carbon_tax_progressive_framed,climate_environment,carbon_tax,progressive_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.0055094957,0.0064285845,0.0009190887999999996,-0.005489219,-0.0026007146,0.0028885044,0.0055094957,0.0064285845,0.0009190887999999996,-0.06719001,0.027436748,0.09462675799999999,117,114,-3,1,1,0
climate_environment_carbon_tax_conservative_framed,climate_environment,carbon_tax,conservative_framed,left_right,Qwen2.5-0.5B,42,0.0,False,128,0.004794486,0.00403852,-0.0007559659999999994,0.0032425448,-0.0011999384,-0.0044424832,0.004794486,0.00403852,-0.0007559659999999994,0.104614824,0.010451466,-0.094163358,123,114,-9,1,1,0
